createtopost,followers_count,bi_followers_count,friends_count,statuses_count,favourites_count,share_ct,comment_ct,attitudes_ct,verified,verified_type,verified_kind,gender,geo_enabled,province,hasURL,emotion,length,realwd,imgwd,engwd,otherwd,is_rumor
151,560,5,28,357,0,88,2,0,0,normal user,normal user,0,1,400,0,1,163,31.11,11.11,15.56,42.22,FALSE
1160,9194,235,355,2121,29,1323,414,99,1,celebrity,yellowV,1,1,44,0,1,415,57.61,27.17,0,15.22,FALSE
1443,5291254,962,2212,51441,205,781,160,11,1,media,blueV,1,0,11,0,-4,363,65.06,12.05,0,22.89,FALSE
305,1107670,34,71,18204,18,267,81,6,0,normal user,normal user,1,0,44,0,-3,411,58.82,22.35,1.18,17.65,FALSE
666,4983,43,105,1333,54,812,59,4,1,media,blueV,1,1,44,0,4,403,54.35,19.57,1.09,25,FALSE
579,1388122,170,369,24301,122,872,262,0,1,enterprise,blueV,1,1,11,1,-2,360,64.29,15.48,4.76,15.48,FALSE
830,2893534,233,262,11364,0,1174,485,331,1,celebrity,yellowV,1,1,400,0,-3,299,57.14,8.57,0,34.29,FALSE
629,52606,1708,2812,33552,7,1271,257,44,1,celebrity,yellowV,1,1,37,0,0,384,57.95,25,0,17.05,FALSE
362,1938284,105,203,16685,39,860,243,0,1,app,blueV,1,0,44,0,5,310,55.38,10.77,9.23,24.62,FALSE
523,598014,0,1,11046,68,1655,131,46,0,normal user,normal user,0,0,35,0,0,232,59.26,20.37,0,20.37,FALSE
1325,132126,4,8,1113,0,791,65,195,1,media,blueV,1,1,51,1,1,90,36,4,16,44,FALSE
817,344912,277,371,37572,60,269,41,3,1,enterprise,blueV,1,1,11,1,3,209,50,5.77,15.38,28.85,FALSE
1105,12028980,1037,1168,61211,17330,1132,486,78,1,celebrity,yellowV,1,0,400,0,-1,360,48.39,12.9,7.53,31.18,FALSE
1356,13782063,441,539,56594,2281,814,193,31,1,media,blueV,1,0,31,0,-1,411,52.22,25.56,0,22.22,FALSE
627,320565,410,483,5402,545,1830,323,29,1,celebrity,yellowV,1,0,44,1,0,401,60.92,16.09,4.6,18.39,FALSE
642,2377087,33,57,46036,59,687,97,138,0,normal user,normal user,1,0,71,0,-2,196,56.25,25,0,18.75,FALSE
492,287626,23,27,4043,78,533,126,13,0,normal user,normal user,0,0,44,0,-2,218,55.32,6.38,10.64,27.66,FALSE
962,3554350,34,173,21557,1,393,39,174,0,normal user,normal user,0,1,400,0,-1,309,54.41,30.88,1.47,13.24,FALSE
825,2517196,76,297,36939,4210,455,97,22,0,normal user,normal user,0,0,44,0,-3,123,51.72,27.59,0,20.69,FALSE
342,3170842,116,570,85069,53,1253,351,0,0,normal user,normal user,0,0,44,0,-2,93,76.19,9.52,0,14.29,FALSE
941,26612603,589,1321,53384,6,316,162,133,1,media,blueV,1,1,11,0,-7,409,61.18,15.29,0,23.53,FALSE
1048,10463266,700,1099,56377,26,190,75,0,1,media,blueV,0,1,11,1,0,361,48.19,15.66,12.05,24.1,FALSE
835,10622085,432,991,103881,45,1673,261,0,0,normal user,normal user,0,1,11,0,0,73,40,25,0,35,FALSE
858,2416,51,145,1193,10,533,41,41,0,normal user,normal user,0,1,51,0,0,85,54.55,27.27,4.55,13.64,FALSE
426,1131438,117,117,1583,69,1029,113,0,0,normal user,normal user,0,1,53,0,2,420,59.34,23.08,0,17.58,FALSE
217,30581632,266,687,41841,12,1791,924,65,1,media,blueV,1,0,11,0,0,75,71.43,7.14,0,21.43,FALSE
427,670356,199,431,20126,323,120,18,0,1,website,blueV,1,1,11,1,-1,375,45.36,10.31,12.37,31.96,FALSE
678,82874,81,105,11757,1,279,138,0,1,media,blueV,1,0,100,1,8,390,54.35,11.96,13.04,20.65,FALSE
646,2305672,12,46,3156,81,117,38,0,1,org,blueV,0,1,11,0,1,186,61.9,23.81,0,14.29,FALSE
512,3768137,384,749,3468,5,643,277,0,1,celebrity,yellowV,1,1,31,0,4,417,60.71,17.86,0,21.43,FALSE
513,2415,122,326,1302,903,276,36,1,0,normal user,normal user,1,1,100,0,1,415,62.64,21.98,1.1,14.29,FALSE
356,10653560,150,166,15111,64,720,110,34,1,media,blueV,1,0,11,1,7,346,55.56,14.81,7.41,22.22,FALSE
1061,7763640,831,1383,138151,50,409,277,2,1,media,blueV,1,1,11,1,-1,389,60.67,11.24,6.74,21.35,FALSE
1003,316,11,29,3107,31,55,3,3,0,normal user,normal user,0,1,81,0,-1,163,51.02,16.33,0,32.65,FALSE
148,691,85,115,344,0,891,227,2,0,normal user,normal user,1,0,81,1,2,337,64,13.33,8,14.67,FALSE
704,1796114,14,46,34161,17,225,55,5,0,normal user,normal user,1,1,11,0,-2,216,50.85,16.95,0,32.2,FALSE
92,30462,22,136,3896,4,201,242,0,1,website,blueV,0,1,11,0,5,362,52.04,3.06,3.06,41.84,FALSE
1399,18517235,171,186,1562,132,1402,2429,17847,0,normal user,normal user,0,1,11,0,4,227,48.15,12.96,0,38.89,FALSE
945,5453879,536,1049,66454,505,509,279,66,1,media,blueV,1,1,44,1,-3,396,58.14,13.95,4.65,23.26,FALSE
106,1153727,46,199,62158,4,153,40,5,0,junior master,master,0,1,32,0,-6,393,47.17,19.81,0,33.02,FALSE
806,757919,1518,1995,19729,333,559,90,32,1,media,blueV,1,1,11,0,2,396,56.04,25.27,0,18.68,FALSE
899,3045193,1410,2359,85542,387,430,191,1,1,celebrity,yellowV,1,0,44,0,-2,405,58.24,20.88,2.2,18.68,FALSE
322,30581631,266,687,41841,12,1612,1091,80,1,media,blueV,1,0,11,1,-4,382,70.89,7.59,5.06,16.46,FALSE
666,1086364,146,221,742,768,1173,281,945,1,celebrity,yellowV,0,1,71,0,1,412,64.36,23.76,0,11.88,FALSE
773,11869907,182,198,15388,23,725,468,1,1,celebrity,yellowV,0,0,31,0,-2,374,66.25,15,1.25,17.5,FALSE
323,1323981,34,58,45751,36,580,70,0,0,normal user,normal user,1,0,44,1,4,186,40,14,8,38,FALSE
1148,13782065,441,539,56594,2281,1143,353,8,1,media,blueV,1,0,31,1,1,400,66.67,10,4.44,18.89,FALSE
548,3320,405,744,2180,24,990,236,0,0,normal user,normal user,1,1,11,1,0,343,54.26,6.38,6.38,32.98,FALSE
1304,367021,91,296,955,5,526,307,151,1,celebrity,yellowV,1,0,43,0,2,192,57.14,28.57,0,14.29,FALSE
933,1772399,19,45,11497,779,997,81,183,1,media,blueV,0,0,11,1,1,170,41.46,24.39,9.76,24.39,FALSE
459,25078530,92,171,11609,191,600,78,0,1,media,blueV,0,1,11,1,1,155,41.46,12.2,12.2,34.15,FALSE
412,330859,96,216,16882,3,331,144,0,1,media,blueV,1,1,11,1,0,178,58.14,16.28,9.3,16.28,FALSE
1306,1076081,998,1663,82932,15,744,235,14,1,celebrity,yellowV,1,1,11,0,-1,406,64.77,19.32,0,15.91,FALSE
739,8920,33,50,44843,266,232,39,0,0,normal user,normal user,0,1,35,0,1,113,25.81,19.35,0,54.84,FALSE
515,495269,1012,1892,3246,2,531,40,0,1,media,blueV,1,0,11,0,0,341,65.62,4.17,1.04,29.17,FALSE
1355,3641509,615,928,70236,40769,210,126,42,1,media,blueV,1,1,32,1,3,391,61.63,13.95,4.65,19.77,FALSE
887,932168,806,907,21880,215,255,110,0,1,media,blueV,1,0,11,0,1,362,70.67,10.67,0,18.67,FALSE
102,2444594,320,422,4665,34,1214,129,8,1,celebrity,yellowV,1,0,51,0,1,358,39.13,13.04,10.87,36.96,FALSE
939,191628,132,200,5138,10,406,244,2,1,gov,blueV,1,1,31,0,0,351,63.51,12.16,0,24.32,FALSE
373,28236759,168,481,46232,189,665,387,72,1,media,blueV,1,1,11,0,-1,392,64.1,19.23,0,16.67,FALSE
70,1987645,21,35,46529,9,768,217,0,0,normal user,normal user,0,0,44,0,0,299,60.23,5.68,0,34.09,FALSE
1182,1664830,233,392,25191,651,688,180,2,1,media,blueV,1,1,44,1,10,410,62.79,11.63,4.65,20.93,FALSE
566,10463266,700,1099,56377,26,613,240,0,1,media,blueV,0,1,11,1,0,354,47.13,13.79,13.79,25.29,FALSE
676,850097,544,1945,59029,486,289,52,0,0,normal user,normal user,0,0,400,0,-1,253,58.73,14.29,0,26.98,FALSE
1076,6517332,77,236,83663,109,552,78,53,1,enterprise,blueV,0,0,11,0,-3,275,53.73,17.91,0,28.36,FALSE
1359,4795974,1040,1528,21390,352,477,278,19,1,media,blueV,1,0,44,1,-6,400,58.43,14.61,4.49,22.47,FALSE
615,6191338,112,1339,46490,2,227,33,0,0,normal user,normal user,0,1,44,0,-1,332,55.43,22.83,0,21.74,FALSE
361,2377087,33,57,46036,59,435,64,1,0,normal user,normal user,1,0,71,0,6,382,50,32.95,0,17.05,FALSE
788,5174,20,21,5755,51,156,17,0,0,normal user,normal user,0,0,100,0,0,185,57.78,17.78,8.89,15.56,FALSE
192,1192,127,241,9264,5791,1076,202,0,0,senior master,master,0,0,65,1,-1,216,44.44,18.52,7.41,29.63,FALSE
852,70893,992,1204,2759,42,1632,537,1409,0,senior master,master,1,1,41,0,3,202,65.91,18.18,0,15.91,FALSE
1178,9288127,1192,1439,42171,0,1478,110,136,1,celebrity,yellowV,1,1,44,0,-6,323,52.5,6.25,0,41.25,FALSE
261,1954999,59,179,39926,1,391,77,0,0,normal user,normal user,0,1,11,0,-2,83,55,20,0,25,FALSE
266,6311,218,323,36204,237,370,18,0,1,celebrity,yellowV,1,0,44,1,0,150,55.56,19.44,11.11,13.89,FALSE
764,5940,144,206,721,15,486,231,55,0,normal user,normal user,1,1,400,0,-2,381,59.57,24.47,0,15.96,FALSE
903,1351147,1149,1308,6006,334,478,400,0,1,celebrity,yellowV,1,0,11,0,-3,395,70.65,14.13,0,15.22,FALSE
1026,8738780,469,649,52354,83,372,1114,6,1,media,blueV,1,0,11,0,1,393,52.04,22.45,3.06,22.45,FALSE
1246,3641509,615,928,70236,40769,467,75,33,1,media,blueV,1,1,32,0,0,192,57.45,19.15,0,23.4,FALSE
991,427148,438,504,19293,22,1712,219,121,0,normal user,normal user,0,0,35,0,3,248,60.61,16.67,0,22.73,FALSE
872,3194810,45,57,35905,915,544,70,0,0,normal user,normal user,0,0,44,0,-6,218,47.17,28.3,0,24.53,FALSE
958,947,97,365,18869,3,633,76,0,0,senior master,master,0,1,32,1,-1,153,33.33,9.52,9.52,47.62,FALSE
696,6199624,201,658,79196,477,894,172,0,0,normal user,normal user,1,0,11,0,1,33,33.33,44.44,0,22.22,FALSE
1209,1715488,220,474,40667,1,1277,420,1009,1,enterprise,blueV,0,0,11,1,4,392,44.21,11.58,8.42,35.79,FALSE
1230,16488,579,888,4594,391,437,29,5,1,celebrity,yellowV,1,1,31,0,0,372,64.2,16.05,2.47,17.28,FALSE
886,1050360,26,335,12977,3,149,32,1,0,normal user,normal user,1,0,400,0,-2,147,51.22,12.2,2.44,34.15,FALSE
448,1936654,455,659,72689,116,690,11,0,1,media,blueV,1,0,44,0,4,341,77.11,9.64,0,13.25,FALSE
1058,3612056,485,869,118603,999,955,502,0,0,normal user,normal user,0,0,81,0,1,375,68.89,14.44,1.11,15.56,FALSE
625,1749,149,412,19492,65,866,110,0,0,normal user,normal user,1,1,51,1,-1,144,51.52,15.15,12.12,21.21,FALSE
1067,443682,704,956,3331,214,432,100,10,1,media,blueV,1,0,33,0,-3,401,65.22,15.22,1.09,18.48,FALSE
1220,13782065,441,539,56594,2281,497,180,2,1,media,blueV,1,0,31,1,-1,389,67.68,9.09,4.04,19.19,FALSE
1146,14461189,796,1815,86190,33,450,153,8,1,media,blueV,1,1,11,1,0,376,56.1,8.54,13.41,21.95,FALSE
166,2535924,24,47,19972,4,1022,174,7,0,normal user,normal user,0,1,35,0,-2,85,50,25,0,25,FALSE
643,3633,1,2,1190,3,737,20,220,0,normal user,normal user,0,0,100,0,-4,309,64.47,5.26,1.32,28.95,FALSE
227,3170842,116,570,85069,53,1509,328,1,0,normal user,normal user,0,0,44,1,2,249,46.43,16.07,7.14,30.36,FALSE
382,713417,6,6,6968,20,1837,879,22,1,enterprise,blueV,0,0,44,0,0,369,72.73,12.5,2.27,12.5,FALSE
1479,295094,1531,2337,25601,126,141,14,8,1,celebrity,yellowV,1,1,11,0,-4,409,63.74,13.19,0,23.08,FALSE
601,4334533,32,47,31294,28,607,54,143,0,normal user,normal user,0,0,44,0,2,388,59.57,20.21,0,20.21,FALSE
679,1987645,21,35,46529,9,381,70,7,0,normal user,normal user,0,0,44,0,0,417,63.46,20.19,0,16.35,FALSE
1328,2180133,481,632,9122,280,141,435,481,0,normal user,normal user,1,0,100,0,1,345,73.08,16.67,0,10.26,FALSE
1070,6941651,350,425,10949,460,313,469,0,1,celebrity,yellowV,1,1,11,0,-1,393,61.18,15.29,0,23.53,FALSE
1006,904076,413,819,17005,72,13,10,0,1,enterprise,blueV,1,1,31,0,3,222,50.91,14.55,7.27,27.27,FALSE
597,4334533,32,47,31294,28,594,94,320,0,normal user,normal user,0,0,44,0,-4,126,59.26,29.63,0,11.11,FALSE
215,393173,711,901,3799,973,860,224,0,1,celebrity,yellowV,1,1,11,0,5,398,56.18,17.98,0,25.84,FALSE
751,10622085,432,991,103881,45,620,154,1,0,normal user,normal user,0,1,11,0,-1,165,59.46,16.22,0,24.32,FALSE
1105,48217,1312,1881,14540,61,570,262,36,1,celebrity,yellowV,1,1,43,0,-8,416,56.98,19.77,0,23.26,FALSE
179,304658,4,33,4944,101,1766,203,0,0,normal user,normal user,1,1,11,0,-5,320,68.06,16.67,0,15.28,FALSE
755,2134677,19,137,27330,2,534,61,57,0,normal user,normal user,0,1,31,0,6,327,59.15,22.54,0,18.31,FALSE
1152,255057,141,149,1700,3,374,93,24,1,celebrity,yellowV,1,0,11,0,-1,403,64.04,15.73,0,20.22,FALSE
1213,615669,318,336,3658,414,273,169,143,0,normal user,normal user,1,1,400,0,0,102,66.67,4.17,16.67,12.5,FALSE
1304,3245024,386,644,73036,6,483,152,34,0,normal user,normal user,1,0,33,0,1,350,63.01,19.18,0,17.81,FALSE
1143,2072264,121,132,4901,28,561,338,127,1,celebrity,yellowV,1,0,31,0,-3,411,59.38,19.79,0,20.83,FALSE
1060,4225539,365,462,87536,64,614,227,0,1,media,blueV,0,0,11,1,-2,379,54.26,14.89,4.26,26.6,FALSE
1096,2211223,764,1337,41419,4305,366,226,0,1,media,blueV,0,0,11,1,4,384,65.56,14.44,4.44,15.56,FALSE
986,1002507,1195,1972,27435,4,370,313,0,1,celebrity,yellowV,1,1,14,0,-8,418,54.84,35.48,0,9.68,FALSE
402,4429,275,286,670,1447,549,62,0,0,normal user,normal user,1,1,32,0,1,366,45.07,8.45,11.27,35.21,FALSE
702,974536,46,53,25434,68,255,73,156,0,normal user,normal user,1,0,400,0,0,367,54.32,18.52,0,27.16,FALSE
250,1121889,250,574,1913,0,560,42,0,0,normal user,normal user,0,1,11,1,1,395,41.24,3.09,4.12,51.55,FALSE
1639,13782063,441,539,56594,2281,1256,130,296,1,media,blueV,1,0,31,0,-4,366,50.54,11.83,0,37.63,FALSE
354,1041492,201,667,7075,12,177,78,12,1,media,blueV,1,1,11,1,0,122,36.11,13.89,16.67,33.33,FALSE
1094,534933,1,164,2604,0,1556,71,0,1,celebrity,yellowV,0,1,31,0,-1,124,53.12,15.62,3.12,28.12,FALSE
801,27213,114,288,860,9,136,309,7,1,celebrity,yellowV,1,1,44,0,0,227,67.35,20.41,2.04,10.2,FALSE
654,308425,1222,1606,18417,42,330,85,0,1,website,blueV,0,1,11,0,1,84,70.59,17.65,0,11.76,FALSE
746,6214264,297,772,77865,1094,149,38,0,1,enterprise,blueV,0,0,11,0,0,343,58.33,15.48,1.19,25,FALSE
1001,870402,39,142,8653,146,844,372,266,0,normal user,normal user,1,1,400,0,1,92,70,10,0,20,FALSE
608,3554349,34,173,21557,1,484,134,59,0,normal user,normal user,0,1,400,0,-1,295,54.67,22.67,0,22.67,FALSE
631,273685,2319,3000,11396,7693,122,66,0,1,celebrity,yellowV,1,0,11,0,1,336,63.89,18.06,5.56,12.5,FALSE
1063,7763641,831,1383,138151,50,397,240,6,1,media,blueV,1,1,11,1,0,402,58.82,14.12,4.71,22.35,FALSE
1414,14461188,796,1815,86190,33,1154,477,303,1,media,blueV,1,1,11,1,-5,408,57.29,12.5,4.17,26.04,FALSE
1143,10130707,78,330,77283,21702,915,231,2,0,normal user,normal user,1,0,44,0,0,136,48.65,16.22,0,35.14,FALSE
380,3383479,35,63,29998,84,732,157,63,0,normal user,normal user,0,0,44,0,-1,400,65.56,21.11,0,13.33,FALSE
564,4428684,127,181,12454,450,311,42,30,0,normal user,normal user,0,0,11,0,0,98,50,12.5,0,37.5,FALSE
212,408937,360,1079,15315,3,1107,455,0,0,normal user,normal user,1,0,100,0,-1,304,61.54,18.46,0,20,FALSE
604,305276,86,118,8814,1,1014,93,6,1,enterprise,blueV,0,1,100,0,1,351,60.56,21.13,0,18.31,FALSE
1655,4393584,226,352,33427,64,1683,405,100,1,media,blueV,1,0,11,1,2,404,62.96,14.81,4.94,17.28,FALSE
1064,5732851,1235,1939,19753,130,883,407,0,1,media,blueV,0,0,11,0,1,366,69.44,11.11,0,19.44,FALSE
985,3163692,274,424,69255,8,799,203,238,1,media,blueV,1,1,11,0,0,395,69.88,9.64,0,20.48,FALSE
1367,656727,1063,1299,3736,3,468,149,0,1,celebrity,yellowV,1,1,100,0,4,374,62.03,24.05,0,13.92,FALSE
1485,5222,104,115,3275,11,124,87,61,1,media,blueV,0,0,11,0,6,243,52.63,15.79,0,31.58,FALSE
1010,145337,326,350,9006,13,496,216,0,1,celebrity,yellowV,1,1,31,0,0,243,57.41,16.67,5.56,20.37,FALSE
1248,5468740,13,84,54427,8,916,100,326,1,enterprise,blueV,0,1,33,0,-1,406,62.89,20.62,0,16.49,FALSE
1336,239164,385,563,1096,512,314,284,2,1,celebrity,yellowV,0,1,11,0,3,239,50.91,20,0,29.09,FALSE
677,28448,775,784,21657,3,202,50,0,1,website,blueV,1,1,400,0,9,356,60.27,19.18,2.74,17.81,FALSE
382,2377088,33,57,46036,59,622,110,6,0,normal user,normal user,1,0,71,0,-3,419,58.95,25.26,0,15.79,FALSE
725,1306440,313,405,3143,4,1281,311,50,1,celebrity,yellowV,0,0,71,0,-2,87,60,25,0,15,FALSE
414,249155,491,649,19103,19,82,11,0,0,normal user,normal user,0,1,11,1,1,228,46.88,6.25,14.06,32.81,FALSE
959,5369,99,312,5601,27,63,23,0,0,normal user,normal user,0,1,33,0,-2,418,58.16,21.43,0,20.41,FALSE
494,220644,902,1590,7588,791,1225,179,0,1,enterprise,blueV,1,1,11,1,0,94,43.48,13.04,21.74,21.74,FALSE
1449,6564930,24,25,7473,7,354,151,7,1,enterprise,blueV,1,0,11,0,1,137,61.29,19.35,0,19.35,FALSE
912,2899137,17,19,57030,4,835,140,0,0,normal user,normal user,0,0,61,0,-1,177,59.46,21.62,0,18.92,FALSE
342,991009,54,147,6314,6,465,98,0,0,normal user,normal user,1,0,11,0,0,278,68.33,20,1.67,10,FALSE
357,6999,898,1086,9280,589,1000,214,0,1,celebrity,yellowV,1,1,11,0,0,376,63.64,16.88,1.3,18.18,FALSE
1037,2325387,595,716,34513,394,283,138,4,1,celebrity,yellowV,0,0,81,0,1,32,27.27,18.18,0,54.55,FALSE
616,2944586,456,918,74117,36,315,66,0,1,media,blueV,1,1,11,0,-4,408,68.29,15.85,1.22,14.63,FALSE
805,573653,509,523,9368,94,1562,201,140,1,celebrity,yellowV,1,0,400,0,-1,397,62.22,10,0,27.78,FALSE
574,630035,1971,2000,23386,33,134,356,0,1,celebrity,yellowV,1,1,31,0,-6,302,61.43,18.57,2.86,17.14,FALSE
676,59452,82,91,2808,36,502,58,8,0,normal user,normal user,1,0,54,0,2,161,61.11,19.44,0,19.44,FALSE
1460,6912772,262,317,42190,696,1791,1080,308,1,media,blueV,1,1,44,1,-5,398,65.93,9.89,4.4,19.78,FALSE
837,1670872,13,64,58057,3,455,142,3,0,normal user,normal user,1,0,44,0,1,86,54.55,9.09,0,36.36,FALSE
770,6199624,201,658,79196,477,1648,293,4,0,normal user,normal user,1,0,11,0,-14,393,56.52,23.91,0,19.57,FALSE
1328,13478545,532,826,95352,65,1694,385,292,0,normal user,normal user,1,0,44,0,-1,354,76.62,11.69,0,11.69,FALSE
1130,1871011,209,223,859,9,1581,944,562,1,celebrity,yellowV,1,1,33,0,-3,414,59.09,29.55,0,11.36,FALSE
818,298190,595,597,2782,11,301,113,4,1,celebrity,yellowV,1,1,31,0,-1,321,72.13,18.03,0,9.84,FALSE
572,2325388,595,716,34513,394,433,200,0,1,celebrity,yellowV,0,0,81,1,2,381,62.79,11.63,9.3,16.28,FALSE
1166,145337,326,350,9006,13,1366,327,6,1,celebrity,yellowV,1,1,31,0,-1,403,63.64,15.91,1.14,19.32,FALSE
152,391963,664,802,2968,3,389,154,0,1,celebrity,yellowV,1,1,11,0,-1,75,56.25,18.75,0,25,FALSE
935,3612056,485,869,118603,999,874,126,0,0,normal user,normal user,0,0,81,0,-2,417,58.33,22.92,0,18.75,FALSE
888,1715487,220,474,40667,1,1803,398,137,1,enterprise,blueV,0,0,11,0,-1,406,61.29,18.28,3.23,17.2,FALSE
415,1168972,151,339,48937,1330,342,52,2,0,normal user,normal user,0,0,31,0,-1,399,47.92,36.46,0,15.62,FALSE
164,45963,94,143,1022,2,662,203,0,1,org,blueV,0,1,11,0,0,58,63.64,18.18,0,18.18,FALSE
638,11167,524,669,149,118,388,124,0,0,senior master,master,0,0,400,0,-2,419,57.65,20,1.18,21.18,FALSE
428,1170944,7,34,9239,38,252,37,1,0,normal user,normal user,0,0,400,1,2,342,50,10.53,10.53,28.95,FALSE
373,1032514,12,109,2902,2,1259,163,0,1,celebrity,yellowV,0,1,51,0,0,137,55.88,20.59,0,23.53,FALSE
433,22131,64,215,4737,5871,219,27,0,0,normal user,normal user,1,0,400,0,-1,381,57.14,18.68,5.49,18.68,FALSE
420,101306,398,2028,263,47,563,64,4,0,normal user,normal user,0,0,400,0,-1,388,54.65,17.44,4.65,23.26,FALSE
790,1876,284,509,909,1,430,92,0,0,senior master,master,1,1,41,0,1,409,64.37,12.64,1.15,21.84,FALSE
544,534604,5,11,39230,0,449,45,23,0,normal user,normal user,0,0,44,0,-3,294,62.12,15.15,0,22.73,FALSE
723,4038359,27,54,79397,91,1086,190,9,0,normal user,normal user,1,0,44,1,1,220,50.91,3.64,9.09,36.36,FALSE
908,3458991,18,22,51304,156,549,189,41,0,normal user,normal user,0,1,44,0,0,81,57.89,21.05,0,21.05,FALSE
732,2099550,7,26,42785,254,791,105,4,0,normal user,normal user,1,0,11,0,-3,366,53.25,27.27,0,19.48,FALSE
1368,1222863,1470,1510,12203,271,484,97,31,1,media,blueV,0,0,11,1,2,337,59.49,15.19,7.59,17.72,FALSE
634,26612615,589,1321,53384,6,558,125,19,1,media,blueV,1,1,11,1,3,367,59.49,16.46,5.06,18.99,FALSE
583,19001,1249,1405,24337,559,683,192,0,1,celebrity,yellowV,1,1,44,0,0,20,50,16.67,0,33.33,FALSE
882,872990,398,603,27733,99,256,295,1,1,gov,blueV,1,1,37,0,6,408,62.24,16.33,1.02,20.41,FALSE
161,34477,140,281,6407,9,1581,206,0,0,normal user,normal user,1,1,11,0,0,414,60.23,2.27,0,37.5,FALSE
1387,1056302,291,304,1320,334,760,249,540,1,celebrity,yellowV,1,0,11,0,3,410,54.02,29.89,0,16.09,FALSE
623,7763642,831,1383,138151,50,739,376,0,1,media,blueV,1,1,11,1,0,400,68.24,11.76,4.71,15.29,FALSE
484,119660,866,1124,1861,33,172,176,23,1,celebrity,yellowV,1,0,23,1,2,391,62.37,18.28,4.3,15.05,FALSE
550,2543,219,224,253,420,104,170,0,0,senior master,master,0,1,44,0,2,94,51.72,3.45,3.45,41.38,FALSE
1284,614255,128,219,1601,15,1669,1179,925,1,celebrity,yellowV,0,1,71,0,-2,312,47.87,13.83,1.06,37.23,FALSE
699,3744874,95,393,17468,19,277,64,0,0,normal user,normal user,0,0,11,0,-1,398,75.76,10.1,0,14.14,FALSE
228,678563,205,653,10719,57,182,121,5,1,media,blueV,1,1,11,0,-1,407,50.55,29.67,2.2,17.58,FALSE
821,298188,21,28,4045,55,1877,71,124,0,normal user,normal user,0,0,44,0,1,381,56.63,22.89,2.41,18.07,FALSE
664,2496576,23,45,41383,142,1467,281,1,0,normal user,normal user,1,1,82,0,1,189,53.49,6.98,4.65,34.88,FALSE
1452,258521,90,139,5295,4,1334,274,1004,1,media,blueV,0,0,11,1,4,317,50.68,12.33,5.48,31.51,FALSE
984,8873910,164,185,7835,9,447,392,0,1,celebrity,yellowV,1,0,11,0,6,398,64.38,17.81,0,17.81,FALSE
982,13762530,298,474,99549,9,581,687,65,1,media,blueV,1,1,11,0,-6,407,68.89,15.56,0,15.56,FALSE
687,1987646,21,35,46529,9,539,47,16,0,normal user,normal user,0,0,44,0,1,399,51.16,29.07,0,19.77,FALSE
408,520109,428,912,5653,7,233,55,0,0,normal user,normal user,0,1,31,0,-5,381,66.67,13.58,0,19.75,TRUE
190,791254,281,986,11551,1,205,8,0,0,normal user,normal user,0,1,31,0,-3,248,52.38,11.11,0,36.51,TRUE
819,194958,512,766,2773,93,3398,475,14,1,celebrity,yellowV,0,1,11,0,-2,402,56.7,21.65,2.06,19.59,TRUE
364,16684,205,241,10113,19,913,147,1,0,senior master,master,1,0,11,0,-6,408,60.47,12.79,0,26.74,TRUE
808,110894,1401,1536,7866,54,964,217,8,0,normal user,normal user,0,1,11,0,-2,372,68.89,12.22,0,18.89,TRUE
958,230883,288,292,5196,3,1403,282,12,1,celebrity,yellowV,1,1,400,0,-2,420,65.52,12.64,0,21.84,TRUE
970,19294,446,1258,4949,1138,876,340,2,1,enterprise,blueV,1,1,44,1,-5,381,60.92,16.09,4.6,18.39,TRUE
607,7646,508,559,1138,39,155,15,2,1,celebrity,yellowV,0,1,400,0,-1,417,62.37,20.43,0,17.2,TRUE
892,1068,268,281,4516,2,1834,618,42,0,normal user,normal user,1,0,32,0,-5,416,60.78,20.59,0.98,17.65,TRUE
638,41,5,52,173,0,1269,60,5,0,normal user,normal user,0,1,44,0,1,411,64.44,17.78,0,17.78,TRUE
500,210774,60,95,14604,9,127,31,0,0,normal user,normal user,0,0,400,0,0,67,61.54,15.38,7.69,15.38,TRUE
443,320892,181,344,9412,8,123,30,6,1,website,blueV,0,0,400,0,-5,400,70,15,0,15,TRUE
925,162900,318,400,22392,530,3062,562,40,1,celebrity,yellowV,1,1,11,0,1,50,66.67,0,0,33.33,TRUE
607,44846,2,2,174,3,154,0,6,1,celebrity,yellowV,1,0,400,0,2,412,60.98,18.29,0,20.73,TRUE
882,402016,7,49,242810,9,155,45,0,0,normal user,normal user,0,1,44,0,-2,132,60,2.86,2.86,34.29,TRUE
427,1324009,34,58,45751,36,7903,711,26,0,normal user,normal user,1,0,44,0,2,414,59.18,14.29,0,26.53,TRUE
219,7567,1579,1673,7822,4,2005,93,22,1,celebrity,yellowV,1,1,12,0,0,162,60.61,9.09,0,30.3,TRUE
619,1112478,1683,2119,5105,3,111,79,6,1,celebrity,yellowV,1,0,11,0,2,364,55.29,25.88,0,18.82,TRUE
1092,56326,103,110,6246,3,184,19,2,1,website,blueV,1,1,32,0,0,135,41.67,25,13.89,19.44,TRUE
820,1281,305,649,2717,1097,327,83,2,0,senior master,master,0,1,33,0,-4,201,64.29,7.14,2.38,26.19,TRUE
840,33526,245,299,1754,4,216,167,3,1,celebrity,yellowV,1,1,61,0,2,418,59.55,12.36,0,28.09,TRUE
448,88080,953,1777,1216,35,651,120,0,0,normal user,normal user,1,0,33,0,-1,413,65.48,11.9,1.19,21.43,TRUE
